,REMOTE,START_DATE,TENURE_YEARS,SALARY,AGE,DISTANCE_FROM_HOME_TO_OFFICE_MILES_IF_NOT_REMOTE,AVERAGE_COMMUTE_MINUTES_IF_NOT_REMOTE,CHANGE_READINESS_1,CHANGE_READINESS_2,CHANGE_READINESS_3,CHANGE_READINESS_4,CHANGE_READINESS_5,CHANGE_COMMITMENT_1,CHANGE_COMMITMENT_2,CHANGE_COMMITMENT_3,CHANGE_COMMITMENT_4,CHANGE_COMMITMENT_5,SLEEP_INTERVENTION,EXERCISE_INTERVENTION,SMOKING_INTERVENTION,PRE_HOURS_OF_SLEEP,PRE_QUALITY_OF_SLEEP,PRE_DAILY_EXERCISE_MIN,PRE_BMI,PRE_SMOKING,POST_HOURS_OF_SLEEP,POST_QUALITY_OF_SLEEP,POST_DAILY_EXERCISE,POST_BMI,POST_SMOKING,PRE_ABSENTEEISM_DAYS_MONTH,PRE_PERFORMANCE,PRE_INTENTION_TO_STAY,POST_INTENTION_TO_STAY,POST_ABSENTEEISM,POST_PERFORMANCE,PRE_ENGAGEMENT_QUESTION_1,PRE_ENGAGEMENT_QUESTION_2,PRE_ENGAGEMENT_QUESTION_3,PRE_SATISFACTION_QUESTION_1,PRE_SATISFACTION_QUESTION_2,PRE_SATISFACTION_QUESTION_3,POST_ENGAGEMENT_QUESTION_1,POST_ENGAGEMENT_QUESTION_2,POST_ENGAGEMENT_QUESTION_3,POST_SATISFACTION_QUESTION_1,POST_SATISFACTION_QUESTION_2,POST_SATISFACTION_QUESTION_3,GENDER_FEMALE,GENDER_MALE,CHILDREN__N,CHILDREN__Y,RACE_ASIAN,RACE_BLACK,RACE_HISPANIC,RACE_NATIVE_AMERICAN,RACE_TWO_OR_MORE_RACES,RACE_WHITE,OFFICE_LOCATION_CO,OFFICE_LOCATION_IL,OFFICE_LOCATION_MN,OFFICE_LOCATION_UT,EMPLOYEE_LEVEL_DIRECTOR,EMPLOYEE_LEVEL_JUNIOR,EMPLOYEE_LEVEL_MANAGER,EMPLOYEE_JOB_FAMILY_ACCOUNTING_AND_FINANCE,EMPLOYEE_JOB_FAMILY_ADMINISTRATIVE,EMPLOYEE_JOB_FAMILY_CUSTOMER_SERVICE,EMPLOYEE_JOB_FAMILY_LEGAL,EMPLOYEE_JOB_FAMILY_MARKETING_AND_SALES
489,1,1602201600,3.8288782312343153,27529.95,26.0,23.955110447111007,26,1,2,3,1,1,3,3,5,2,2,1,1,0,7,3,33,32,0,7,3,33,28,0,1,3,1,1,1,3,1,1,2,3,3,3,1,1,1,5,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
490,0,1601251200,3.8589945898927684,41355.3,27.0,29.859907659713997,34,2,1,3,1,3,4,4,4,4,2,1,1,0,5,4,14,29,0,7,5,14,26,0,0,1,1,2,0,1,4,4,4,4,4,4,5,5,4,5,5,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
491,0,1654214400,2.1806920573807904,29261.728513624126,23.0,24.174872065532032,28,5,1,1,2,1,1,1,5,1,2,1,1,0,5,5,34,27,0,5,5,34,25,0,1,4,1,2,1,4,5,3,2,3,3,3,5,3,3,4,4,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
492,0,1418083200,9.663238258612823,49732.200000000004,33.0,9.639000692942286,12,1,3,5,4,2,2,3,1,4,2,1,0,0,6,5,10,29,0,7,5,10,21,0,1,4,5,5,0,4,1,2,3,3,3,4,2,2,3,4,4,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
493,0,1552089600,5.416831687770935,49503.3,29.0,10.718964456270468,18,2,3,3,1,1,4,2,1,4,3,1,1,1,8,3,42,29,17,8,3,42,27,15,1,5,1,1,1,5,3,2,1,4,3,5,2,2,1,5,4,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
494,0,1456790400,8.436681105977643,46654.65,31.0,32.48966178033583,37,1,3,3,4,1,5,4,1,4,3,1,0,0,5,4,1,30,0,7,4,2,30,0,0,4,5,5,0,4,1,1,3,5,5,5,2,3,4,5,5,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
495,0,1629590400,2.9609795317134395,55514.55,25.0,22.882981069065583,26,2,2,1,2,2,4,1,4,5,1,1,1,0,7,5,57,28,0,8,5,57,25,0,0,3,3,3,0,3,5,5,5,5,4,3,5,5,5,5,5,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
496,0,1523318400,6.328535999885924,42525.0,32.0,15.248254294611474,20,4,5,3,1,3,4,4,3,3,2,1,0,0,6,4,20,32,0,7,4,24,27,0,1,5,1,1,1,5,5,5,4,3,3,3,5,5,5,5,5,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
497,0,1654646400,2.16700280344513,26716.575588613323,23.0,12.048158735221016,20,3,1,4,4,3,3,5,1,3,1,1,1,0,8,3,3,35,0,8,3,23,26,0,1,2,1,1,1,2,1,1,1,3,5,5,3,3,2,4,5,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
498,1,1558483200,5.214230729523159,42752.85,29.0,11.646333824824572,15,3,4,1,2,1,3,3,1,1,4,1,1,1,7,3,11,27,6,10,3,11,25,0,2,2,3,3,1,2,3,2,3,4,5,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
499,0,1562889600,5.074600339379422,34713.0,27.0,19.730712911266938,25,1,3,4,2,4,3,2,1,3,3,1,1,0,6,4,25,29,0,7,4,26,24,0,1,1,2,3,1,2,1,3,1,5,5,3,1,4,2,5,5,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
500,1,1546300800,5.600267690508785,51255.75,31.0,23.891233926115977,31,2,1,4,5,3,5,5,3,1,2,1,0,0,6,4,13,39,0,6,4,51,34,0,0,5,1,2,0,4,4,1,1,3,5,5,5,2,3,5,5,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
501,0,1483488000,7.590685212753822,44642.85,29.0,29.51407352365073,32,5,1,5,1,1,2,4,1,3,3,1,1,1,5,4,29,26,10,7,4,29,26,0,1,3,5,5,1,1,4,1,4,4,3,4,5,4,4,5,4,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
502,0,1641945600,2.569466869153549,27789.44141191028,22.0,29.89324321868136,35,1,3,2,1,2,4,4,2,2,1,1,1,0,6,3,22,25,0,6,3,22,21,0,1,3,3,4,1,3,2,1,3,4,4,3,1,1,3,5,5,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
503,0,1615939200,3.393559956080311,46482.450000000004,26.0,30.608231565714703,32,1,1,1,1,3,4,4,1,1,5,1,1,0,6,4,23,22,0,6,4,23,19,0,0,5,3,4,0,5,4,2,2,3,3,3,3,1,1,4,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
504,0,1522368000,6.358652358544377,35062.65,29.0,5.044576079632407,13,4,4,3,1,1,2,2,1,3,1,1,1,0,10,5,7,27,0,10,5,7,23,0,1,3,3,4,1,3,1,2,3,3,3,3,4,3,5,4,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
505,0,1630281600,2.9390767254163825,36892.8,25.0,28.38563516260846,36,4,1,3,5,4,3,4,3,1,3,1,1,0,6,4,16,31,0,7,4,26,27,0,1,5,3,4,1,5,5,5,3,3,3,3,5,5,3,4,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
506,0,1541721600,5.745373782226786,37178.4,31.0,12.182868544723037,15,3,2,2,1,1,1,2,3,3,4,1,0,0,9,3,14,21,0,9,3,14,23,0,1,3,3,3,1,3,3,2,2,3,3,4,3,2,2,4,4,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
507,0,1650067200,2.3121088951631315,31627.471541138515,22.0,28.556646933477694,36,3,3,4,4,4,3,4,1,2,1,1,1,0,7,4,3,34,0,7,4,29,29,0,2,3,3,4,2,3,1,1,4,3,3,3,5,4,5,5,5,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
508,1,1646870400,2.413409374287019,27078.20557043057,23.0,27.935708306576053,30,1,1,2,5,5,2,4,1,1,4,1,1,0,6,3,29,22,0,6,3,29,23,0,1,2,1,2,0,2,2,2,1,3,3,3,1,2,1,5,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
509,0,1644019200,2.5037584502623784,28911.9660241551,23.0,32.72376212599532,37,1,4,4,3,2,4,3,2,4,2,1,1,0,6,4,42,28,0,6,4,43,25,0,0,3,1,2,0,4,3,5,1,3,5,3,5,5,3,4,5,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
510,0,1389139200,10.580418272302078,50013.6,33.0,10.814285414910433,15,3,3,2,3,3,3,4,4,1,2,1,0,0,8,4,2,28,0,8,4,5,28,0,1,5,5,5,0,5,3,4,2,5,5,5,5,5,3,5,5,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
511,0,1529366400,6.136886444786676,113203.44,51.0,17.22351697811046,22,4,2,4,4,4,5,3,1,1,3,1,0,0,6,1,4,24,0,6,5,4,26,0,1,3,3,4,1,3,2,2,1,5,5,5,5,5,5,5,5,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
512,0,1221955200,15.878159545402694,98312.7,52.0,19.1476932662348,23,1,2,3,3,1,5,5,1,2,1,1,0,0,8,3,8,39,0,8,4,8,35,0,1,4,4,4,0,4,4,3,3,3,4,4,5,5,4,4,5,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
513,0,1591747200,4.1601581764772995,46333.35,30.0,8.6977939132793,11,4,1,1,2,4,3,3,2,3,4,1,1,1,6,5,26,33,15,6,5,26,30,6,1,5,3,4,1,5,5,2,2,4,3,3,5,5,5,5,4,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
514,0,1628899200,2.982882338010496,31235.301331029536,21.7061223120508,22.06568015967813,28,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,19,23,0,6,4,19,21,0,1,4,1,1,1,4,4,1,4,3,3,3,4,1,4,3,3,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
515,0,1427155200,9.375763925963952,112447.44,46.744669737206614,27.682976366455573,32,3,3,3,3,3,3,3,3,3,3,0,0,0,7,2,16,21,18,7,2,15,20,19,3,5,4,4,2,5,1,1,1,5,5,3,1,1,1,4,5,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
516,0,1646611200,2.4216229266484155,26706.412335610716,20.72454230786876,20.278598553677504,24,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,36,24,0,5,4,35,23,0,1,2,1,1,1,2,5,1,1,5,3,4,5,1,1,5,3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
517,0,1648425600,2.364128060118641,26383.867270005292,22.0,4.654663257479304,12,4,2,4,4,2,4,5,2,3,2,1,1,0,6,4,22,28,0,6,4,50,26,0,0,3,1,1,0,3,1,1,1,5,3,5,3,2,3,5,4,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
518,1,1527206400,6.205332714464979,38596.950000000004,29.0,15.184724415500005,19,2,3,1,4,1,3,3,5,5,2,1,1,0,6,3,13,33,0,7,3,13,33,0,1,5,1,1,1,4,1,2,2,3,3,3,1,1,1,5,4,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
519,1,1646265600,2.4325743297969438,30600.590254628623,22.0,21.490478900472226,25,2,2,4,4,4,4,5,4,4,3,1,1,0,6,3,54,33,0,6,3,73,28,0,1,3,1,2,1,3,4,5,2,3,4,4,3,3,3,5,5,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
520,0,1643760000,2.5119720026237746,32391.206682887147,22.0,23.70196571915506,30,4,1,2,4,4,4,3,2,3,4,1,1,0,5,4,10,37,0,5,4,20,34,0,1,4,1,1,0,4,3,2,4,4,4,3,3,5,5,5,5,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
521,0,1522972800,6.339487403034452,36752.1,29.0,8.733854333838924,11,4,4,3,1,4,1,5,1,2,2,1,1,0,6,4,43,25,0,6,5,43,21,0,0,2,3,3,0,2,1,3,2,3,3,3,3,5,4,4,4,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
522,0,1627689600,3.0212122490303455,42456.75,33.0,6.283359525966212,12,1,3,4,3,4,1,2,1,1,4,1,0,0,9,4,7,23,0,9,4,7,27,0,1,4,1,1,1,4,1,1,1,3,3,3,1,1,1,4,4,4,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
523,0,1210896000,16.228604446155604,255640.00000000003,40.0,9.588661225904783,14,1,3,5,5,1,5,5,1,3,3,1,0,0,8,1,1,35,0,8,5,3,35,0,3,5,4,5,1,5,2,1,2,5,3,5,5,3,5,5,4,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
524,0,1547596800,5.559199928701803,51599.100000000006,28.0,32.346298244769955,37,1,3,4,4,2,3,3,4,3,3,1,1,0,7,5,6,31,0,7,5,9,29,0,0,4,3,3,0,4,1,2,3,3,4,4,2,2,3,4,5,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
525,0,1643068800,2.5338748089208316,29791.180848824133,21.0,9.450416192921805,13,1,1,1,1,2,1,3,1,2,1,1,1,0,7,3,13,32,0,7,3,13,28,0,1,3,3,4,1,3,2,2,1,3,4,4,3,2,2,4,5,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
526,0,1124236800,18.9746687856491,276200.10000000003,45.0,15.193180498758208,17,2,1,3,4,3,3,2,4,1,4,1,0,0,7,4,7,23,0,8,4,7,19,0,1,3,5,5,1,3,1,4,4,5,3,5,1,4,4,5,4,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
527,1,1570665600,4.828193768537532,34714.05,30.0,9.875985447327242,12,3,2,2,1,3,4,1,4,4,1,1,1,0,5,3,11,22,0,5,3,11,23,0,1,4,2,2,1,4,1,1,1,3,4,5,1,1,1,5,5,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
528,1,1497657600,7.141677683664158,36268.05,29.0,18.288031697815054,21,5,1,3,1,5,5,1,1,3,2,1,1,0,8,3,4,26,0,8,3,4,28,0,1,3,2,2,1,3,1,1,1,3,3,3,1,1,1,5,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
529,0,1508371200,6.802184186059778,55384.350000000006,29.0,19.05619954612709,25,1,4,4,1,1,3,5,2,2,1,1,1,0,7,4,14,33,0,7,4,24,29,0,1,2,4,4,0,2,3,3,2,3,4,5,4,4,4,4,5,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
530,0,1590883200,4.187536684348621,38958.15,25.0,7.510449017300868,14,2,3,3,3,4,1,2,3,2,3,1,1,0,7,4,31,28,0,7,4,35,25,0,1,3,3,3,1,3,3,4,3,5,5,3,4,4,4,5,5,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
531,0,1259625600,14.684456602213096,174053.0,49.0,23.530194005818664,26,1,1,3,4,1,3,3,1,4,3,1,0,0,7,2,14,22,0,7,5,14,20,0,1,4,4,4,0,4,2,5,1,3,5,4,5,5,3,4,5,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
532,0,1618617600,3.308686581679216,34411.65,25.0,30.760010402632656,32,4,1,4,1,3,5,4,1,1,4,1,1,0,7,4,2,26,0,7,4,8,25,0,1,3,1,1,1,3,2,1,3,3,5,5,3,2,3,4,5,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
533,0,1146700800,18.262827580994752,311447.4,44.0,25.265615873207928,31,2,5,3,1,4,3,4,3,3,3,1,0,0,7,4,55,28,0,7,5,55,28,0,1,4,4,4,0,4,5,5,5,4,3,5,5,5,5,5,4,5,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
534,0,1609200000,3.607112317476615,33378.450000000004,26.0,11.593268039083286,19,1,5,3,1,1,2,3,2,1,4,1,1,1,6,4,39,27,12,6,4,40,24,10,1,4,1,2,1,4,1,1,1,3,3,3,5,4,3,5,5,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
535,1,1579564800,4.546195137462926,44214.450000000004,32.0,16.307456114817384,20,3,3,3,2,1,1,1,3,1,1,1,0,0,6,4,27,24,0,6,4,27,18,0,0,2,2,2,0,2,3,1,3,3,3,3,2,1,2,5,4,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
536,0,1590969600,4.184798833561489,42687.75,30.0,9.350255457467236,13,3,1,2,3,1,3,4,4,5,4,1,1,0,7,4,20,31,0,7,4,30,27,0,1,5,3,3,0,5,3,2,3,5,5,5,3,5,5,5,5,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
537,1,1518998400,6.465428539242529,37268.700000000004,32.0,26.51420638828556,31,1,1,3,5,1,4,5,4,1,3,1,0,1,6,3,37,31,12,6,3,38,31,6,1,5,4,4,1,4,2,1,3,4,4,3,4,3,4,5,5,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
538,0,1424822400,9.449685897216519,42980.700000000004,31.0,17.344778414839077,23,5,5,1,3,1,4,1,2,2,1,1,0,1,5,5,48,23,12,5,5,48,19,11,0,3,4,4,0,3,5,5,4,4,4,4,5,5,5,5,5,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
539,1,1547337600,5.5674134810632,30794.4,29.0,26.73213001325952,30,4,4,4,5,1,1,3,3,2,2,1,1,0,6,3,3,28,0,6,3,3,32,0,1,4,4,4,1,4,1,1,2,3,3,3,1,1,1,5,4,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
540,1,1634601600,2.8021841860597774,31732.776774822138,23.48340275039969,11.998002142520404,17,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,24,29,0,7,5,25,31,0,1,4,1,1,1,4,1,2,3,5,3,5,2,3,3,5,4,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
541,0,1627171200,3.0376393537531383,27675.179551603178,21.452395026335978,15.392575403536707,20,3,3,3,3,3,3,3,3,3,3,0,1,0,8,5,24,21,0,8,5,22,20,0,1,2,1,1,0,2,5,5,1,3,3,4,5,5,1,3,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
542,0,1624665600,3.117037026579969,47136.6,24.81193570596971,26.74239676763947,33,3,3,3,3,3,3,3,3,3,3,0,1,0,7,5,58,17,0,7,5,57,17,0,0,3,3,3,0,3,5,3,1,2,3,3,5,2,1,2,3,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
543,0,1619568000,3.278570223020763,28400.4,32.92352841903919,13.933252882413825,20,3,3,3,3,3,3,3,3,3,3,0,0,0,5,5,22,22,0,5,5,24,23,0,1,3,3,4,0,3,1,5,3,3,4,3,1,5,3,3,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
544,0,1617321600,3.3497543434861976,29618.459036139542,20.13127570724626,5.1691155057326155,9,3,3,3,3,3,3,3,3,3,3,0,1,0,11,3,44,23,10,10,2,43,23,10,0,5,1,1,0,5,2,3,3,5,4,4,2,3,3,5,4,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
545,0,1616544000,3.3743950005703867,25371.15,24.036953861782838,7.6158087560304,12,3,3,3,3,3,3,3,3,3,3,0,1,0,7,5,27,19,0,7,5,26,18,0,1,2,1,1,1,2,4,4,1,3,3,3,4,4,1,3,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
546,0,1599696000,3.9082759040611466,46482.450000000004,24.790493624826667,30.608231565714703,32,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,23,19,0,7,4,23,18,0,0,5,3,4,0,5,4,1,1,3,3,3,4,1,1,3,3,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
547,0,1584489600,4.390137642596396,30567.7353506939,22.252059447444896,20.733056965289567,24,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,46,21,0,6,5,46,20,0,1,3,3,4,0,3,1,4,1,3,5,3,1,4,1,3,5,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
548,0,1577145600,4.622854959502625,56603.4,32.151535908114255,4.941372249649355,10,3,3,3,3,3,3,3,3,3,3,0,0,0,7,5,7,27,0,7,5,8,28,0,1,5,2,2,1,5,2,2,1,5,4,4,3,2,1,5,4,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
549,1,1576886400,4.631068511864021,55579.65,28.25917717581995,8.522756009102855,12,3,3,3,3,3,3,3,3,3,3,0,1,0,5,4,12,29,14,5,4,12,27,15,2,5,1,1,2,4,1,1,2,3,5,3,1,1,2,5,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
550,0,1553731200,5.364812522815424,45576.3,25.19255430925997,30.205534281669703,38,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,21,23,13,5,5,20,23,15,0,4,2,2,0,4,2,1,1,3,3,3,2,1,1,3,3,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
551,0,1547251200,5.570151331850332,28840.350000000002,27.605088412210176,18.723211924660383,25,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,51,20,0,7,4,50,20,0,0,3,3,2,0,3,2,5,5,3,3,3,2,5,5,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
552,0,1541376000,5.756325185375315,54035.100000000006,30.34216764877831,14.625059356615925,20,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,22,33,0,6,4,23,35,0,1,5,2,2,1,5,3,3,3,5,4,3,4,3,3,5,4,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
553,0,1527465600,6.197119162103583,55286.700000000004,33.632978521237575,13.444853358084577,15,3,3,3,3,3,3,3,3,3,3,0,0,0,7,4,22,20,0,7,4,24,20,0,0,5,4,4,0,5,1,4,4,5,4,5,1,4,5,5,4,5,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
554,0,1508112000,6.810397738421174,77845.32,53.98155291784615,14.045255021266742,17,3,3,3,3,3,3,3,3,3,3,0,0,0,6,3,16,36,0,6,3,15,36,0,0,4,2,2,0,5,3,3,3,3,3,3,1,1,1,3,3,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
555,1,1505865600,6.881581858886609,26308.800000000003,28.480941786945117,10.322989997803546,15,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,15,20,0,6,3,14,20,0,0,3,1,1,0,3,1,1,5,3,3,3,1,1,4,5,3,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
556,0,1501027200,7.034901502966006,38860.5,27.521865599370084,7.821995806108868,12,3,3,3,3,3,3,3,3,3,3,0,1,0,8,4,11,25,0,8,4,9,24,0,1,4,3,3,1,3,2,3,1,5,5,3,2,3,1,5,5,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
557,0,1485388800,7.530452495436917,33836.25,28.70195449678655,27.322532955936026,33,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,53,24,0,6,2,51,22,0,0,3,3,4,0,3,1,4,5,3,3,3,1,4,5,3,3,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
558,0,1376956800,10.966455233287704,94901.76000000001,47.89848447012535,20.0237679789624,27,3,3,3,3,3,3,3,3,3,3,0,0,0,7,5,14,35,0,7,5,16,36,0,1,3,4,4,1,3,2,3,3,5,5,4,3,1,4,5,5,4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
559,0,1374796800,11.034901502966006,40556.25,31.919633662941255,18.660317794853057,26,3,3,3,3,3,3,3,3,3,3,0,0,0,7,5,24,35,0,7,5,22,33,0,1,3,4,3,1,3,3,4,1,3,3,3,1,4,1,3,3,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
560,0,1358640000,11.54687960015971,102607.92,32.2591059458573,22.215330865991895,27,3,3,3,3,3,3,3,3,3,3,0,0,0,7,5,8,31,18,7,5,8,29,20,1,3,5,5,1,3,1,1,1,5,3,4,1,1,1,5,3,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
561,0,1267315200,14.44078788215834,106236.06,39.62579304291217,7.8936616381470115,15,3,3,3,3,3,3,3,3,3,3,0,0,0,6,4,28,32,0,7,4,28,32,0,1,5,5,5,1,5,3,4,2,4,5,3,3,5,3,4,5,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
562,0,1261440000,14.626961735683324,350269.7,37.39464045116099,13.29339568120089,20,3,3,3,3,3,3,3,3,3,3,0,0,0,6,2,13,22,23,6,1,12,20,23,3,4,5,5,3,4,1,1,1,3,3,5,1,1,1,3,3,5,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
563,0,1161388800,17.797392947182296,135749.52000000002,56.834881281958396,8.398527367796607,15,3,3,3,3,3,3,3,3,3,3,0,0,0,6,3,14,26,0,6,3,14,28,0,2,4,5,5,2,4,2,1,2,4,4,3,2,1,2,5,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
564,1,1160611200,17.822033604266487,148937.36000000002,57.12516109222925,29.681099732620922,36,3,3,3,3,3,3,3,3,3,3,0,0,0,6,4,12,20,0,7,4,13,21,0,2,3,5,5,2,3,1,3,1,5,5,5,1,3,1,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
565,0,1160438400,17.82750930584075,138916.08000000002,56.79704855533181,22.410170809284253,29,3,3,3,3,3,3,3,3,3,3,0,0,0,7,2,20,21,0,7,2,21,21,0,1,4,4,5,1,5,2,2,1,4,3,5,2,2,1,4,3,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
